time_s,surge_m,heave_m,pitch_rad,relDisp_m,relVel_mps,ptoForce_N
100,0.285421522794275,-0.175841165190562,0.00801357352172257,0.31176925927209,-0.114185252944757,54808.9214134833
100.2,0.457962888199124,-0.287827930630823,0.0127425788591088,0.412941393156104,-0.203022950030303,97451.016014545
100.4,0.472791692063944,-0.31786927161263,0.0130328391796283,0.327008473925017,-0.232020337186998,111369.761849759
100.6,0.534816273211186,-0.392188361439349,0.0146671042406308,0.2990967954324,-0.278355677061807,133610.724989667
100.8,0.552908490299184,-0.454319143469121,0.0150827485473338,0.22611389388012,-0.306324904800165,147035.954304079
101,0.579761513969867,-0.535675310394277,0.0157671839972091,0.17104650197784,-0.335606855662725,161091.290718107
101.2,0.580875008648024,-0.613754823687967,0.015752303759211,0.0962668044113288,-0.352123028667872,169019.053760579
101.4,0.577597180260411,-0.699888756992206,0.0156412747318633,0.0281587771942942,-0.363406514950245,174435.127176118
101.6,0.556997378843806,-0.784001587449334,0.0150702631878472,-0.0467751591615878,-0.363843302913994,174644.785398717
101.8,0.527335274145577,-0.868716892472729,0.0142700281070085,-0.117877390225292,-0.35614685606177,170950.49090965
102,0.485593585143628,-0.949539582585186,0.0131514310534589,-0.187978032227944,-0.338920336746031,162681.761638095
102.2,0.434624563306811,-1.02550548804633,0.0117891259110255,-0.25333825262943,-0.313249995588356,150359.997882411
102.4,0.375430175762152,-1.09455432413758,0.0102048326625522,-0.312770288616318,-0.279780374153186,134294.579593529
102.6,0.309452184894084,-1.15505008787781,0.00843326827429442,-0.364812887766797,-0.239535266663056,114976.927998267
102.8,0.238164012892266,-1.2056028714732,0.00651171308085159,-0.408228917254181,-0.193720778415003,92985.9736392008
103,0.163049120587074,-1.24510143764474,0.0044800528654526,-0.442034995189542,-0.143657846303631,68955.7662257427
103.2,0.0856026276103082,-1.27273262366951,0.00238077697993541,-0.465518401617246,-0.0907235496244048,43547.3038197141
103.4,0.00734464035278454,-1.28798966502184,0.000258587628567789,-0.478243493319712,-0.0363050616056321,17426.4295707033
103.6,-0.0701693848173237,-1.29067200751804,-0.0018405767619697,-0.480050145273559,0.0182344811048274,-8752.55093031724
103.8,-0.145354349883649,-1.28087879440949,-0.00387108053876898,-0.471046250067492,0.0715820668752796,-34359.3921001341
104,-0.216624645726798,-1.25899727855523,-0.0057894560431749,-0.451595389555708,0.122497787460799,-58798.9379811835
104.2,-0.282445952188015,-1.22568635668105,-0.00755622963633614,-0.42229987260273,0.169838688504785,-81522.5704822963
104.4,-0.34140110156449,-1.18185467125574,-0.00913733998419451,-0.383978750709216,0.21258518137904,-102040.887061938
104.6,-0.392256304715134,-1.12863254929581,-0.0105048993119011,-0.337640359305926,0.249868969969254,-119937.105585241
104.8,-0.434013294088331,-1.06733750693075,-0.0116372429797389,-0.284449387987814,0.280999110875133,-134879.573220064
105,-0.465936691918339,-0.999433993157602,-0.0125184116015803,-0.225689311731901,0.305481506230616,-146631.122990696
105.2,-0.487552842169404,-0.926489176973808,-0.013137344820783,-0.162721976912641,0.323027144345422,-155053.029285802
105.4,-0.498624139730525,-0.850127551465806,-0.0134870963131517,-0.0969469583081924,0.333545754379441,-160101.962102131
105.6,-0.499109067180694,-0.771987644991583,-0.0135643061229535,-0.0297637457200199,0.337123914077103,-161819.478757009
105.8,-0.489120906927332,-0.693684036648378,-0.013369027720308,0.0374602701385888,0.333989483436799,-160314.952049663
106,-0.468896886357993,-0.616777179715351,-0.0129048627579931,0.103413688896496,0.324466863897152,-155744.094670632
106.2,-0.438785129133393,-0.542752395208864,-0.0121792623476985,0.166855644993274,0.308929408757349,-148286.116203527
106.4,-0.399250958980352,-0.473008042584673,-0.0112038400789239,0.226621133821292,0.28775597737752,-138122.869141209
106.6,-0.350898793415808,-0.408851547684721,-0.00999460270526193,0.281618611634515,0.261298091153809,-125423.083753828
106.8,-0.294502537501558,-0.351500858255213,-0.00857210083504809,0.330822517004608,0.229862665648724,-110334.079511387
107,-0.231036552048069,-0.302088114901411,-0.00696158063764505,0.373264160615741,0.193713285885737,-92982.3772251538
107.2,-0.161700446940478,-0.261661912478713,-0.00519323365240473,0.408024811193906,0.153090877563066,-73483.6212302715
107.4,-0.0879330287335646,-0.231184493539291,-0.00330257881793353,0.434234775007446,0.108252646461883,-51961.2703017038
107.6,-0.011412546114707,-0.211520576084349,-0.00133088886079578,0.451081854811844,0.0595263061310697,-28572.6269429133
107.8,0.0659587632015754,-0.203415307250392,0.000674558357783408,0.457831790853309,0.00737471366429635,-3539.86255886205
108,0.142087859544038,-0.207460089447899,0.00266070466601912,0.453862104425301,-0.047536066567283,22817.3119522959
108.2,0.214744085725857,-0.224046737733806,0.00456970045910899,0.438709147596525,-0.104274452558657,50051.737228155
108.4,0.281634062789284,-0.25331248939524,0.00634082548904135,0.412126132632115,-0.161597785833995,77566.9372003175
108.6,0.340497980495188,-0.29508055920292,0.00791331060219187,0.37414762628321,-0.217935133656354,104608.86415505
108.8,0.389223422485407,-0.348802857606355,0.00922981061496042,0.325153778660583,-0.271408591306951,130276.123827336
109,0.425968562433398,-0.413512752965964,0.0102401082137456,0.265925889677653,-0.319899178735821,153551.605793194
109.2,0.449282803339185,-0.487796005918192,0.0109045603913176,0.197684298591013,-0.361157103690444,173355.409771413
109.4,0.458211060045672,-0.569787044258509,0.0111968513787214,0.122100362901233,-0.392948768654456,188615.408954138
109.6,0.45236877056504,-0.657195632522153,0.0111057673688013,0.0412765118719845,-0.41322622658648,198348.58876151
109.8,0.431978385055182,-0.747366020781428,0.010635904794301,-0.0423083068558101,-0.420300562101632,201744.269808783
110,0.397863666745799,-0.837367305334283,0.00980740068088286,-0.125886623728687,-0.412999854620217,198239.930217703
110.2,0.351404213967616,-0.924110522500528,0.00865487912667929,-0.206519052409026,-0.390794837816081,187581.522151718
110.4,0.294457658606681,-1.00448536666571,0.00722582258449977,-0.281231735446553,-0.353880057257666,169862.427483679
110.6,0.22925989793927,-1.0755076444128,0.00557851789696081,-0.347164970971192,-0.303203834024896,145537.840331949
110.8,0.158314073527923,-1.13446772296843,0.00377964012394574,-0.401722550189235,-0.240445493220853,115413.836746009
111,0.0842771953170468,-1.17907022428225,0.00190147449301443,-0.442711464895629,-0.167942522351746,80612.4107288379
111.2,0.00985028243399926,-1.2075558987224,1.87754368509381e-05,-0.468462514403198,-0.0885735566907764,42515.3072115725
111.4,-0.0623251432388941,-1.21879782306924,-0.00179467165899418,-0.477923781011569,-0.00560560005060852,2690.68802429218
111.6,-0.129763376449775,-1.21236568353084,-0.003469611409054,-0.470720832522848,0.0774841050048696,-37192.3704023374
111.8,-0.190223250096183,-1.18855384568962,-0.00494472276010684,-0.447179752482876,0.157199639938461,-75455.827170461
112,-0.241787815799242,-1.14837111621609,-0.00616953443208743,-0.408311577629789,0.230218663332114,-110504.958399415
112.2,-0.28293177675708,-1.09349248480458,-0.0071065469237605,-0.355759280952614,0.293572662105332,-140914.877810559
112.4,-0.312572001896201,-1.02617557639828,-0.00773236354240406,-0.291710892834886,0.344803504878454,-165505.682341658
112.6,-0.330096198098654,-0.949146875491392,-0.0080377882523322,-0.218784519990058,0.382086447417619,-183401.494760457
112.8,-0.335366185564923,-0.865464810148152,-0.00802700374632924,-0.139892751204625,0.404312238277764,-194069.874373326
113,-0.328694940989404,-0.778368310876229,-0.00771605274989018,-0.0580951213399962,0.411123910609257,-197339.477092443
113.2,-0.310799822301474,-0.691120336714485,-0.00713088242521856,0.023552127521258,0.402907026815701,-193395.372871536
113.4,-0.282737164535403,-0.60685600844575,-0.00630517819636078,0.102139824563445,0.380735355263398,-182752.97052643
113.6,-0.245824997928128,-0.528444415850495,-0.00527813841034148,0.175034725416296,0.346276946373822,-166212.934259434
113.8,-0.201560805493706,-0.458371962539629,-0.00409226737535637,0.23998623363829,0.301668068281798,-144800.672775263
114,-0.15154039756379,-0.398653419327181,-0.00279122839037456,0.295205462488214,0.249364267427474,-119694.848365187
114.2,-0.0973828232265625,-0.350774826751906,-0.0014178153400425,0.339413084037667,0.1919789129071,-92149.8781954081
114.4,-0.04066534578646,-0.315670148255216,-1.21571478871415e-05,0.371854544504754,0.132120110679874,-63417.6531263393
114.6,0.0171279622106438,-0.293731226672267,0.00138967364246977,0.392283422075373,0.0722370274549818,-34673.7731783912
114.8,0.0746408375432595,-0.284848229505803,0.00275646294555326,0.40091590053575,0.014486493393358,-6953.516828812
115,0.130660413257927,-0.288475507459383,0.00406194197423608,0.398361446211249,-0.0393699678240441,18897.5845555411
115.2,0.184113485897464,-0.303715827536155,0.00528416538642914,0.385536654135456,-0.0880302547384171,42254.5222744402
115.4,0.234046191930235,-0.329414535791422,0.00640435810693613,0.363570625841783,-0.130671674198296,62722.4036151823
115.6,0.279593291813152,-0.364254634774315,0.0074055586311829,0.333710854012787,-0.166926176392517,80124.564668408
115.8,0.319946086592055,-0.406844238979388,0.00827145598834831,0.297238158519134,-0.196815862926693,94471.6142048127
116,0.354328985735408,-0.455789446539396,0.00898576840286051,0.255397645881986,-0.220659349156062,105916.487594909
116.2,0.381993114286472,-0.50974815518019,0.00953234769343473,0.209350103166498,-0.238963659035449,114702.556337015
116.4,0.402231095183745,-0.567463342041156,0.00989596196109959,0.160145108515088,-0.252317743852118,121112.517049016
116.6,0.414411204571569,-0.627777252800425,0.0100634866197733,0.10871405609459,-0.261301824626196,125424.875820574
116.8,0.418023146189131,-0.689630224329021,0.0100250989162242,0.0558789007288065,-0.266421862306772,127882.49390725
117,0.412723638051846,-0.752049066327801,0.00977507515980547,0.00237121590110336,-0.268071823785389,128674.475416986
117.2,0.398369356571305,-0.814129905431997,0.00931193664141805,-0.0511437083236348,-0.266519943443289,127929.572852778
117.4,0.375028061647011,-0.875019342285778,0.00863793217545344,-0.104041755566076,-0.261910806269297,125717.187009262
117.6,0.342965181620782,-0.933896163731872,0.00775809897942447,-0.155716091192287,-0.254274038624222,122051.538539626
117.8,0.302610888292886,-0.989954297847836,0.00667931896347813,-0.20555506175749,-0.243532766277403,116895.727813153
118,0.254519279189511,-1.04238674561128,0.00540981959115688,-0.252921536059302,-0.229509689660859,110164.651037212
118.2,0.199334462618034,-1.09037017726856,0.0039594415654782,-0.297133433381366,-0.21193378838949,101728.218426955
118.4,0.13777685171764,-1.13305071719699,0.0023407493255334,-0.337446195768292,-0.190454373034549,91418.0990565832
118.6,0.0706570155072931,-1.16953281143573,0.000570776022023294,-0.373039446427323,-0.164670081715166,79041.6392232798
118.8,-0.00108433580493401,-1.19887442843981,-0.0013270333753589,-0.40301141318967,-0.13417808323787,64405.4799541775
119,-0.076320613711594,-1.2200926166673,-0.00332121459655349,-0.426385293852963,-0.098643892933683,47349.0686081676
119.2,-0.153684631076265,-1.23218322736951,-0.00537148398497065,-0.442131238277505,-0.0578863632450088,27785.4543576041
