time_s,surge_m,heave_m,pitch_rad,relDisp_m,relVel_mps,ptoForce_N,ptoPower_W,faultName,severity,Hs,Tp,runID,phaseSeed,Bfault_NsPm
0,8.18908806427497e-23,-0.719999999999999,6.47852441355353e-20,0,0,-8.83785833034838e-25,-0,pto_damping_loss,0.4,1.6,7.2,259,12,480000
0.1,2.81275453592783e-10,-0.720000000000205,1.28142213410536e-11,-4.09704331744021e-12,2.98738555367062e-10,-0.00014339450657617,-4.28374677421376e-14,pto_damping_loss,0.4,1.6,7.2,259,12,480000
0.2,5.60864432336392e-09,-0.719999999469955,2.51821111911456e-10,4.86464167741787e-10,1.45333657846498e-08,-0.00697601557663168,-1.01384986094603e-10,pto_damping_loss,0.4,1.6,7.2,259,12,480000
0.3,3.30142889314616e-08,-0.719999994593877,1.46312897233427e-09,5.30016847133668e-09,9.98641359333505e-08,-0.0479347852480097,-4.78696590994321e-09,pto_damping_loss,0.4,1.6,7.2,259,12,480000
0.4,1.18189323997222e-07,-0.719999973455035,5.15865596401917e-09,2.66599211219957e-08,3.68185966340744e-07,-0.176729263843559,-6.50692347889289e-08,pto_damping_loss,0.4,1.6,7.2,259,12,480000
0.5,3.18870071115938e-07,-0.719999911024146,1.36744185203245e-08,9.05294929628723e-08,9.80455986449389e-07,-0.470618873495707,-4.61421091854933e-07,pto_damping_loss,0.4,1.6,7.2,259,12,480000
0.6,7.14906116179183e-07,-0.719999765348554,3.00526992055555e-08,2.40749359068251e-07,2.12966603631378e-06,-1.02223969743061,-2.17702916458965e-06,pto_damping_loss,0.4,1.6,7.2,259,12,480000
0.7,1.40555327037363e-06,-0.719999475621947,5.77951551054822e-08,5.41205220391458e-07,4.02001717413031e-06,-1.92960824358255,-7.75705827854529e-06,pto_damping_loss,0.4,1.6,7.2,259,12,480000
0.8,2.50486011137599e-06,-0.719998962183013,1.00550914404691e-07,1.07595002836481e-06,6.84755710714336e-06,-3.28682741142882,-2.2506738401083e-05,pto_damping_loss,0.4,1.6,7.2,259,12,480000
0.9,4.13579247205131e-06,-0.719998128184297,1.61790074738829e-07,1.94754782167022e-06,1.07840390900374e-05,-5.17633876321794,-5.58218395658182e-05,pto_damping_loss,0.4,1.6,7.2,259,12,480000
1,6.42335529118304e-06,-0.71999686264579,2.44489249999608e-07,3.27395482383881e-06,1.59635823671355e-05,-7.66251953622504,-0.000122321261756313,pto_damping_loss,0.4,1.6,7.2,259,12,480000
1.1,9.48671620033131e-06,-0.719995044687987,3.50837405920253e-07,5.18417338714498e-06,2.24712858834819e-05,-10.7862172240713,-0.000242380170843442,pto_damping_loss,0.4,1.6,7.2,259,12,480000
1.2,1.34303126268489e-05,-0.719992548791833,4.81962986995833e-07,7.81285160700995e-06,3.03335079473922e-05,-14.5600838147483,-0.000441658418109364,pto_damping_loss,0.4,1.6,7.2,259,12,480000
1.3,1.83340821826615e-05,-0.719989250915486,6.37685105975705e-07,1.12940078179971e-05,3.95101853385917e-05,-18.964888962524,-0.000749306277835134,pto_damping_loss,0.4,1.6,7.2,259,12,480000
1.4,2.42431761163685e-05,-0.719985035234792,8.1629673778473e-07,1.57541158884735e-05,4.98898587331843e-05,-23.9471321919284,-0.0011947190421202,pto_damping_loss,0.4,1.6,7.2,259,12,480000
1.5,3.11576918023682e-05,-0.719979801208506,1.01439147685307e-06,2.13048525148327e-05,6.12879752093928e-05,-29.4182281005084,-0.00180298363452822,pto_damping_loss,0.4,1.6,7.2,259,12,480000
1.6,3.90230395309738e-05,-0.719973470628119,1.22674520714417e-06,2.80358512595446e-05,7.34487475762279e-05,-35.2553988365893,-0.00258946488984789,pto_damping_loss,0.4,1.6,7.2,259,12,480000
1.7,4.77215413346939e-05,-0.719965994302314,1.44626038052608e-06,3.60078207194806e-05,8.60505558247039e-05,-41.3042667958578,-0.00355425511571543,pto_damping_loss,0.4,1.6,7.2,259,12,480000
1.8,5.70657765922506e-05,-0.719957358040372,1.66397535892172e-06,4.52463713393808e-05,9.87146689659852e-05,-47.3830411036728,-0.00467740121715073,pto_damping_loss,0.4,1.6,7.2,259,12,480000
1.9,6.67940782967182e-05,-0.71994758762704,1.86913645324213e-06,5.57368664714819e-05,0.000111016945480257,-53.2881338305233,-0.00591588584820784,pto_damping_loss,0.4,1.6,7.2,259,12,480000
2,7.65684728313323e-05,-0.719936752517686,2.04932719201924e-06,6.74205752144144e-05,0.000122502098108429,-58.8010070920457,-0.00720324673966419,pto_damping_loss,0.4,1.6,7.2,259,12,480000
2.1,8.59752579536167e-05,-0.71992496802444,2.1906483548993e-06,8.0192360157482e-05,0.000132700048612306,-63.6960233339065,-0.00845246539281995,pto_damping_loss,0.4,1.6,7.2,259,12,480000
2.2,9.45283302456447e-05,-0.719912395812614,2.27794307573759e-06,9.39000826875784e-05,0.000141143835822089,-67.7490411946024,-0.00956235954747487,pto_damping_loss,0.4,1.6,7.2,259,12,480000
2.3,0.000101675300934637,-0.719899242581608,2.29506316618454e-06,0.000108345851728942,0.000147388477635811,-70.7464692651892,-0.0104272144031049,pto_damping_loss,0.4,1.6,7.2,259,12,480000
2.4,0.00010680637321437,-0.719885756866272,2.22517498358827e-06,0.00012328917902002,0.000151030132472144,-72.4944635866292,-0.0109488484389857,pto_damping_loss,0.4,1.6,7.2,259,12,480000
2.5,0.000109265891381432,-0.719872223961364,2.051105013242e-06,0.000138452036396319,0.000151724864506701,-72.8279349632163,-0.0110498085645968,pto_damping_loss,0.4,1.6,7.2,259,12,480000
2.6,0.00010836640923895,-0.71985895904168,1.75572633788827e-06,0.000153525739644303,0.000149206293228223,-71.6190207495468,-0.0106860086106751,pto_damping_loss,0.4,1.6,7.2,259,12,480000
2.7,0.000103405059087169,-0.719846298622038,1.32238694258579e-06,0.000168179511159934,0.000143301403347629,-68.7846736068618,-0.00985694025667192,pto_damping_loss,0.4,1.6,7.2,259,12,480000
2.8,9.36819295367473e-05,-0.719834590572084,7.35379104848191e-07,0.000182070501928669,0.000133943808358896,-64.2930280122697,-0.00861165302288857,pto_damping_loss,0.4,1.6,7.2,259,12,480000
2.9,7.85200770245661e-05,-0.719824182969134,-1.95541222239821e-08,0.000194854984597831,0.000121183803956013,-58.1682258988862,-0.00704904688379972,pto_damping_loss,0.4,1.6,7.2,259,12,480000
3,5.7286700855403e-05,-0.719815412134611,-9.54683956909977e-07,0.000206200366426928,0.000105194620633553,-50.4934179041052,-0.0053116359409138,pto_damping_loss,0.4,1.6,7.2,259,12,480000
3.1,2.94149068983703e-05,-0.719808590253727,-2.07974669291309e-06,0.000215797616903201,8.62743920178496e-05,-41.4117081685676,-0.00357276994466378,pto_damping_loss,0.4,1.6,7.2,259,12,480000
3.2,-5.57462271531633e-06,-0.719803993019589,-3.40140039822645e-06,0.000223373663314849,6.48434984530531e-05,-31.1248792574653,-0.00201824605998291,pto_damping_loss,0.4,1.6,7.2,259,12,480000
3.3,-4.80528363783754e-05,-0.719801847769048,-4.92271301208933e-06,0.000228703282104412,4.14371223700642e-05,-19.8898187376308,-0.000824176852949602,pto_damping_loss,0.4,1.6,7.2,259,12,480000
3.4,-9.82632561876904e-05,-0.719802322584783,-6.64271123898157e-06,0.000231620007530303,1.66930572550115e-05,-8.01266748240528,-0.00013375591704916,pto_damping_loss,0.4,1.6,7.2,259,12,480000
