time_s,surge_m,heave_m,pitch_rad,relDisp_m,relVel_mps,ptoForce_N,ptoPower_W,faultName,severity,Hs,Tp,runID,phaseSeed,Bfault_NsPm
0,8.18908806427497e-23,-0.719999999999999,6.47852441355353e-20,0,0,-8.83785833034838e-25,-0,pto_damping_loss,0.2,1.6,7.2,205,1,240000
0.1,-4.04205683361984e-10,-0.720000000222353,-1.83093834380139e-11,-2.33396674114943e-10,-9.87697256416669e-09,0.00237047341540002,-2.34131008879925e-11,pto_damping_loss,0.2,1.6,7.2,205,1,240000
0.2,-7.81203104206296e-09,-0.720000004771872,-3.48281724795238e-10,-5.02552651767392e-09,-1.10313645465134e-07,0.0264752749116318,-2.92058409019372e-09,pto_damping_loss,0.2,1.6,7.2,205,1,240000
0.3,-4.48451398790981e-08,-0.720000029507574,-1.97063622425744e-09,-3.11473076159343e-08,-4.71006034682242e-07,0.11304144832374,-5.32432043297024e-08,pto_damping_loss,0.2,1.6,7.2,205,1,240000
0.4,-1.56686653222346e-07,-0.720000109872551,-6.76904775854892e-09,-1.16221375144563e-07,-1.33527502880408e-06,0.320466006912976,-4.27910256611451e-07,pto_damping_loss,0.2,1.6,7.2,205,1,240000
0.5,-4.12744484446365e-07,-0.720000306417926,-1.74807168745466e-08,-3.24753562653378e-07,-2.99158665416723e-06,0.717980797000132,-2.14790177025394e-06,pto_damping_loss,0.2,1.6,7.2,205,1,240000
0.6,-9.03817280850781e-07,-0.720000707424944,-3.74235844000269e-08,-7.51098938044326e-07,-5.74329427956621e-06,1.37839062709588,-7.91650300360746e-06,pto_damping_loss,0.2,1.6,7.2,205,1,240000
0.7,-1.73626387321751e-06,-0.720001428933816,-7.01023164381506e-08,-1.51964425966739e-06,-9.88398170014421e-06,2.3721556080346,-2.34463426197084e-05,pto_damping_loss,0.2,1.6,7.2,205,1,240000
0.8,-3.02486095496302e-06,-0.720002612787727,-1.18801359695224e-07,-2.78284225368561e-06,-1.56787298319125e-05,3.762895159659,-5.89974165941047e-05,pto_damping_loss,0.2,1.6,7.2,205,1,240000
0.9,-4.8854066290259e-06,-0.720004423114485,-1.86235252038432e-07,-4.71756500515688e-06,-2.33485414170617e-05,5.60364994009473,-0.000130837052713017,pto_damping_loss,0.2,1.6,7.2,205,1,240000
1,-7.42734463779466e-06,-0.720007041390325,-2.74278859247854e-07,-7.51995685824144e-06,-3.30555063363648e-05,7.93332152072754,-0.000262239959796829,pto_damping_loss,0.2,1.6,7.2,205,1,240000
1.1,-1.07461778023426e-05,-0.720010660087919,-3.83766620608763e-07,-1.13988057694646e-05,-4.48879882737501e-05,10.7731171857,-0.000483583557903438,pto_damping_loss,0.2,1.6,7.2,205,1,240000
1.2,-1.49153263930393e-05,-0.72001547493106,-5.14337069045148e-07,-1.65674575938454e-05,-5.8846497449181e-05,14.1231593878035,-0.000831098462888753,pto_damping_loss,0.2,1.6,7.2,205,1,240000
1.3,-1.9977257804557e-05,-0.72002167588392,-6.64301744943761e-07,-2.32343984209809e-05,-7.48314053988911e-05,17.9595372957339,-0.00134393741615357,pto_damping_loss,0.2,1.6,7.2,205,1,240000
1.4,-2.59339806265148e-05,-0.720029437111481,-8.30526848094173e-07,-3.15927416257325e-05,-9.26334757833794e-05,22.232034188011,-0.00205943060057038,pto_damping_loss,0.2,1.6,7.2,205,1,240000
1.5,-3.27372115944764e-05,-0.720038906217923,-1.00832416260784e-06,-4.1808934137869e-05,-0.000111927787607647,26.8626690258354,-0.00300667911329823,pto_damping_loss,0.2,1.6,7.2,205,1,240000
1.6,-4.02786279341267e-05,-0.720050193104846,-1.1913518932564e-06,-5.40110373028228e-05,-0.000132271330274669,31.7451192659204,-0.00419896915503131,pto_damping_loss,0.2,1.6,7.2,205,1,240000
1.7,-4.83806249674137e-05,-0.72006335880732,-1.37152672878723e-06,-6.82769580433121e-05,-0.000153104434446189,36.7450642670852,-0.00562583228330093,pto_damping_loss,0.2,1.6,7.2,205,1,240000
1.8,-5.67879585446976e-05,-0.720078404680901,-1.53894799877904e-06,-8.46230215284679e-05,-0.000173756199351314,41.7014878443153,-0.00724589203512326,pto_damping_loss,0.2,1.6,7.2,205,1,240000
1.9,-6.51606092972847e-05,-0.720095262330023,-1.68183522656845e-06,-0.000102993293267901,-0.000193454085464429,46.4289805114628,-0.00898187596389083,pto_damping_loss,0.2,1.6,7.2,205,1,240000
2,-7.3068183027879e-05,-0.720113784685111,-1.7864824557287e-06,-0.000123250074006022,-0.000211337800258445,50.7210720620267,-0.0107192797963388,pto_damping_loss,0.2,1.6,7.2,205,1,240000
