time_s,surge_m,heave_m,pitch_rad,relDisp_m,relVel_mps,ptoForce_N,ptoPower_W,faultName,severity,Hs,Tp,runID,phaseSeed,Bfault_NsPm
0,8.18908806427497e-23,-0.719999999999999,6.47852441355353e-20,0,0,-8.83785833034838e-25,-0,pto_damping_loss,0.2,1.5,6,115,3,240000
0.1,-1.04970958698675e-10,-0.720000000472908,-4.86766743631243e-12,-4.99488334426164e-10,-1.97061643336889e-08,0.00472947944008529,-9.31998990591236e-11,pto_damping_loss,0.2,1.5,6,115,3,240000
0.2,-1.53359669007145e-09,-0.720000008501508,-7.01833559017526e-11,-8.99812648627719e-09,-1.85611902684292e-07,0.0445468566442306,-8.26842682034004e-09,pto_damping_loss,0.2,1.5,6,115,3,240000
0.3,-6.42894685428568e-09,-0.720000045880695,-2.89821818978736e-10,-4.86443153689391e-08,-6.73510145770046e-07,0.161642434984808,-1.08867819949243e-07,pto_damping_loss,0.2,1.5,6,115,3,240000
0.4,-1.40713051832101e-08,-0.720000150235492,-6.18552525111249e-10,-1.59572547042332e-07,-1.63370452670775e-06,0.392089086409856,-6.40557715340488e-07,pto_damping_loss,0.2,1.5,6,115,3,240000
0.5,-1.42663246376871e-08,-0.720000369703012,-5.78628210082192e-10,-3.93418916562413e-07,-3.13762357026542e-06,0.753029656863717,-2.36272360048448e-06,pto_damping_loss,0.2,1.5,6,115,3,240000
0.6,2.06801836391934e-08,-0.720000754039269,1.06891736062181e-09,-8.03969502388824e-07,-5.15508634869837e-06,1.23722072368762,-6.37797966300878e-06,pto_damping_loss,0.2,1.5,6,115,3,240000
0.7,1.43917287760656e-07,-0.720001344972989,6.60877337424908e-09,-1.43692442916567e-06,-7.55670858202096e-06,1.81361005968504,-1.37049227024615e-05,pto_damping_loss,0.2,1.5,6,115,3,240000
0.8,4.40889316109413e-07,-0.720002167490545,1.95610402864158e-08,-2.32060745611672e-06,-1.0127427202255e-05,2.43058252854119,-2.46155476168738e-05,pto_damping_loss,0.2,1.5,6,115,3,240000
0.9,1.03462546766719e-06,-0.720003222495571,4.47626560643126e-08,-3.45814144329281e-06,-1.2580752684187e-05,3.01938064420486,-3.79860811441625e-05,pto_damping_loss,0.2,1.5,6,115,3,240000
1,2.08947561618873e-06,-0.720004480671264,8.83540777573309e-08,-4.82092698467322e-06,-1.45705037341057e-05,3.49692089618536,-5.0951898975741e-05,pto_damping_loss,0.2,1.5,6,115,3,240000
1.1,3.81343230496044e-06,-0.72000587736677,1.57695158712226e-07,-6.34321879547065e-06,-1.57016331896357e-05,3.76839196551255,-5.91699083572483e-05,pto_damping_loss,0.2,1.5,6,115,3,240000
1.2,6.45909516292589e-06,-0.720007308587373,2.61231198377499e-07,-7.91784997947028e-06,-1.55429196989109e-05,3.73030072773861,-5.797976466403e-05,pto_damping_loss,0.2,1.5,6,115,3,240000
1.3,1.03231583516515e-05,-0.720008628386157,4.08320876554469e-07,-9.39338861960594e-06,-1.36431250150161e-05,3.27435000360385,-4.46723664420857e-05,pto_damping_loss,0.2,1.5,6,115,3,240000
1.4,1.5744151460656e-05,-0.720009648011082,6.09028530673779e-07,-1.05730863666102e-05,-9.55056416617106e-06,2.29213539988104,-2.1891186214116e-05,pto_damping_loss,0.2,1.5,6,115,3,240000
1.5,2.30980985821707e-05,-0.720010137084905,8.73877361822512e-07,-1.12159126601622e-05,-2.83499944145648e-06,0.680399865949609,-1.9289332399342e-06,pto_damping_loss,0.2,1.5,6,115,3,240000
1.6,3.27917839642588e-05,-0.720009826965324,1.21355822853358e-06,-1.10398392142345e-05,6.88948814010543e-06,-1.65347715362531,-1.13916112398368e-05,pto_damping_loss,0.2,1.5,6,115,3,240000
1.7,4.52534023973278e-05,-0.72000841631079,1.63858977144903e-06,-9.7274112608845e-06,1.99418134895403e-05,-4.78603523748966,-9.54422220603866e-05,pto_damping_loss,0.2,1.5,6,115,3,240000
1.8,6.09205027640789e-05,-0.72000557878194,2.15892857365851e-06,-6.93353869469179e-06,3.65523062700834e-05,-8.77255350481997,-0.000320657062478873,pto_damping_loss,0.2,1.5,6,115,3,240000
1.9,8.02252892910032e-05,-0.720000972730748,2.78353223970211e-06,-2.29535626170534e-06,5.68430297500072e-05,-13.6423271400017,-0.000775471207478445,pto_damping_loss,0.2,1.5,6,115,3,240000
2,0.000103577522717327,-0.719994252654814,3.51988346905315e-06,4.55607647349215e-06,8.08107926065922e-05,-19.3945902255821,-0.00156729220840936,pto_damping_loss,0.2,1.5,6,115,3,240000
2.1,0.000131345460818451,-0.719985082114437,4.3734892753704e-06,1.39825452334122e-05,0.000108313671632197,-25.9952811917271,-0.00281564435098737,pto_damping_loss,0.2,1.5,6,115,3,240000
2.2,0.000163835486093519,-0.719973147729952,5.3473760057324e-06,2.63243120486781e-05,0.000139061832631137,-33.374839831473,-0.00464116639073531,pto_damping_loss,0.2,1.5,6,115,3,240000
2.3,0.000201271269057289,-0.719958173803057,6.44160681087925e-06,4.18850715511858e-05,0.000172613315097732,-41.4271956234554,-0.0071508855717669,pto_damping_loss,0.2,1.5,6,115,3,240000
2.4,0.000243773480689899,-0.719939937050004,7.65285243102636e-06,6.09167538804108e-05,0.000208375241684124,-50.0100580041896,-0.0104208579232601,pto_damping_loss,0.2,1.5,6,115,3,240000
2.5,0.0002913411664331,-0.719918280901773,8.97404730431062e-06,8.36047290898567e-05,0.000245610655759898,-58.9465573823756,-0.0144779026134737,pto_damping_loss,0.2,1.5,6,115,3,240000
2.6,0.000343835900443093,-0.719893128820651,1.03941601602147e-05,0.000110053974412915,0.000283450912287594,-68.0282189490227,-0.0192826607224007,pto_damping_loss,0.2,1.5,6,115,3,240000
2.7,0.000400969737572271,-0.71986449610446,1.18981011827539e-05,0.000140276744575204,0.000320913276669063,-77.0191864005746,-0.0247164794741937,pto_damping_loss,0.2,1.5,6,115,3,240000
2.8,0.000462297772131736,-0.719832499695954,1.34667770801421e-05,0.000174182238445063,0.000356923145526058,-85.6615549262538,-0.0305745916349317,pto_damping_loss,0.2,1.5,6,115,3,240000
2.9,0.000527215813865085,-0.719797365583464,1.50772923051183e-05,0.00021156868661927,0.000390340110605489,-93.6816265453171,-0.0365676964674012,pto_damping_loss,0.2,1.5,6,115,3,240000
3,0.000594963334545893,-0.719759433462073,1.67032811197628e-05,0.000252118199563615,0.000419986955904769,-100.796869417144,-0.042333370351237,pto_damping_loss,0.2,1.5,6,115,3,240000
3.1,0.000664631465563379,-0.719719158418819,1.83153433228859e-05,0.000295394621264004,0.00044468061612616,-106.723347870278,-0.0474578040860018,pto_damping_loss,0.2,1.5,6,115,3,240000
3.2,0.000735175484682135,-0.719677109501237,1.98815482665881e-05,0.000340844535946577,0.000463264131103357,-111.183391464805,-0.0515072772400674,pto_damping_loss,0.2,1.5,6,115,3,240000
3.3,0.000805430963332985,-0.719633965121538,2.13679688062997e-05,0.000387801481735136,0.000474638696158621,-113.913287078069,-0.0540676540538772,pto_damping_loss,0.2,1.5,6,115,3,240000
3.4,0.000874132589471329,-0.719590505332949,2.27392097988757e-05,0.000435493340187091,0.000477795014833925,-114.670803560142,-0.054789138288036,pto_damping_loss,0.2,1.5,6,115,3,240000
3.5,0.000939934655232983,-0.719547601087182,2.39589044668638e-05,0.000483052797491999,0.000471843285289662,-113.242388469518,-0.0534326606095057,pto_damping_loss,0.2,1.5,6,115,3,240000
3.6,0.00100143230439151,-0.719506200642634,2.49901651730443e-05,0.000529530712354849,0.000456041270770158,-109.449904984838,-0.0499136737549585,pto_damping_loss,0.2,1.5,6,115,3,240000
3.7,0.00105718285308347,-0.719467313342264,2.57959908332319e-05,0.000573912175543053,0.000429819996656342,-103.156799197522,-0.0443388550861577,pto_damping_loss,0.2,1.5,6,115,3,240000
3.8,0.00110572679166352,-0.719431991022745,2.63396487113558e-05,0.000615135003251353,0.000392806667100619,-94.2736001041484,-0.0370312986524871,pto_damping_loss,0.2,1.5,6,115,3,240000
3.9,0.00114560839629846,-0.719401307355923,2.65850609088322e-05,0.000652110366313764,0.000344844397702704,-82.7626554486484,-0.0285402380704655,pto_damping_loss,0.2,1.5,6,115,3,240000
4,0.00117539617090588,-0.719376335464712,2.64972330042828e-05,0.000683745215334072,0.00028600832231881,-68.6419973565145,-0.0196321825045489,pto_damping_loss,0.2,1.5,6,115,3,240000
4.1,0.0011937035511399,-0.71935812420173,2.6042762282392e-05,0.000708966114515668,0.000216617567131975,-51.9882161116735,-0.0112615608936421,pto_damping_loss,0.2,1.5,6,115,3,240000
4.2,0.00119921039144037,-0.719347673531772,2.51904551480299e-05,0.000726744042792173,0.000137242516736387,-32.9382040167326,-0.00452052201603297,pto_damping_loss,0.2,1.5,6,115,3,240000
4.3,0.00119068570086965,-0.719345909517447,2.39120682360639e-05,0.000736119660809239,4.87067527751019e-05,-11.689620666025,-0.000569363463814803,pto_damping_loss,0.2,1.5,6,115,3,240000
4.4,0.00116701189296872,-0.719353659467735,2.21831672030699e-05,0.000736228480191376,-4.79169469724788e-05,11.5000672733944,-0.000551048113719177,pto_damping_loss,0.2,1.5,6,115,3,240000
4.5,0.00112721049161778,-0.719371627864973,1.9984074026001e-05,0.00072632531369486,-0.000151317079544736,36.3160990907368,-0.00549524605486753,pto_damping_loss,0.2,1.5,6,115,3,240000
4.6,0.00107046883167311,-0.719400373729801,1.73008512379786e-05,0.000705807339492925,-0.000259960718848148,62.390572523555,-0.0162190980825709,pto_damping_loss,0.2,1.5,6,115,3,240000
4.7,0.00099616686726982,-0.719440290105879,1.41262534022292e-05,0.000674235088935482,-0.000372117750985583,89.3082602365399,-0.0332331889436564,pto_damping_loss,0.2,1.5,6,115,3,240000
4.8,0.000903902815867113,-0.719491586339693,1.04605653218908e-05,0.000631350673135835,-0.00048589180862205,116.614034069291,-0.0566618039246413,pto_damping_loss,0.2,1.5,6,115,3,240000
4.9,0.000793516083482364,-0.719554273787782,6.31224514667675e-06,0.000577092606284531,-0.00059925728084196,143.821747402069,-0.0861862292741035,pto_damping_loss,0.2,1.5,6,115,3,240000
5,0.000665105785910258,-0.719628155501777,1.69829954183169e-06,0.000511606666281514,-0.000710101367911065,170.424328298655,-0.121018548650199,pto_damping_loss,0.2,1.5,6,115,3,240000
5.1,0.000519043233515326,-0.719712820319788,-3.35566311852768e-06,0.000435252355844264,-0.00081626976712758,195.904744110619,-0.159911119854363,pto_damping_loss,0.2,1.5,6,115,3,240000
5.2,0.000355976992196863,-0.719807641636383,-8.81572889842652e-06,0.000348604685149939,-0.000915614259592956,219.747422302308,-0.201203873368788,pto_damping_loss,0.2,1.5,6,115,3,240000
5.3,0.000176829555303089,-0.719911780940365,-1.46403196240209e-05,0.000252451181604057,-0.00100604025745435,241.449661789043,-0.242908079908515,pto_damping_loss,0.2,1.5,6,115,3,240000
5.4,-1.72147761615648e-05,-0.720024196012265,-2.07811425437361e-05,0.000147784231272618,-0.00108555229752599,260.532551406236,-0.282821709759348,pto_damping_loss,0.2,1.5,6,115,3,240000
5.5,-0.000224730558377135,-0.72014365347578,-2.71843815327034e-05,3.5789055190357e-05,-0.00115229554815713,276.550931557711,-0.318668407272658,pto_damping_loss,0.2,1.5,6,115,3,240000
5.6,-0.000444079495621264,-0.720268745215915,-3.37920393466185e-05,-8.21721935829489e-05,-0.00120459163494848,289.101992387635,-0.348249841677085,pto_damping_loss,0.2,1.5,6,115,3,240000
5.7,-0.000673444809251202,-0.720397908024847,-4.05433256887157e-05,-0.000204579574927139,-0.00124096747500475,297.832194001139,-0.369600065764718,pto_damping_loss,0.2,1.5,6,115,3,240000
5.8,-0.000910869612595909,-0.720529445729511,-4.73759816620847e-05,-0.000329777004669061,-0.00126017631214132,302.442314913916,-0.381130641043702,pto_damping_loss,0.2,1.5,6,115,3,240000
5.9,-0.00115429685119984,-0.720661553001268,-5.422743786076e-05,-0.000455995599535673,-0.00126121072817258,302.690574761419,-0.381756600205826,pto_damping_loss,0.2,1.5,6,115,3,240000
6,-0.00140160819127544,-0.720792340054473,-6.10357200092719e-05,-0.000581377936175899,-0.00124330802129931,298.393925111833,-0.370995560598527,pto_damping_loss,0.2,1.5,6,115,3,240000
6.1,-0.0016506592736677,-0.720919857507525,-6.77400407818728e-05,-0.000704002505722967,-0.0012059489408061,289.427745793462,-0.349035083479522,pto_damping_loss,0.2,1.5,6,115,3,240000
6.2,-0.0018993089983955,-0.721042120804018,-7.42810466201016e-05,-0.000821907771532328,-0.00114885129726423,275.724311343414,-0.316766232774168,pto_damping_loss,0.2,1.5,6,115,3,240000
6.3,-0.00214544095264185,-0.721157133762564,-8.06007211048912e-05,-0.000933115411526031,-0.00107196038300508,257.270491921219,-0.275783775055776,pto_damping_loss,0.2,1.5,6,115,3,240000
6.4,-0.00238697571630596,-0.721262911029982,-8.6641978851976e-05,-0.0010356525345665,-0.000975438400405385,234.105216097291,-0.228355217516498,pto_damping_loss,0.2,1.5,6,115,3,240000
6.5,-0.00262187353637693,-0.721357499436529,-9.23480134380377e-05,-0.00112757288570255,-0.000859655177627738,206.317242630657,-0.177361685861323,pto_damping_loss,0.2,1.5,6,115,3,240000
6.6,-0.0028481277081785,-0.721438998474863,-9.76614874854236e-05,-0.00120697727902998,-0.000725182337427841,174.043760982681,-0.126213461404153,pto_damping_loss,0.2,1.5,6,115,3,240000
6.7,-0.00306374988472995,-0.721505580327573,-0.000102523671257429,-0.00127203369946974,-0.000572792772633789,137.470265432108,-0.0787419744915602,pto_damping_loss,0.2,1.5,6,115,3,240000
6.8,-0.00326674939631804,-0.721555510031461,-0.000106873646995281,-0.00132099767668392,-0.000403466784110764,96.8320281865838,-0.0390685070113638,pto_damping_loss,0.2,1.5,6,115,3,240000
6.9,-0.00345510943815663,-0.721587166473277,-0.000110647699243637,-0.00135223363823842,-0.00021840557948561,52.4173390765441,-0.0114482393161063,pto_damping_loss,0.2,1.5,6,115,3,240000
7,-0.00362676361019607,-0.721599064947366,-0.000113779006362935,-0.00136423798085453,-1.90520526542083e-05,4.57249263701004,-8.71153704812951e-05,pto_damping_loss,0.2,1.5,6,115,3,240000
7.1,-0.00377957670666083,-0.721589881960572,-0.000116197735351862,-0.00135566454853375,0.000192882084492141,-46.2917002781148,-0.00892883964432823,pto_damping_loss,0.2,1.5,6,115,3,240000
7.2,-0.00391133379678623,-0.721558482839658,-0.000117831621263123,-0.00132535307036173,0.000415384606241039,-99.6923054978472,-0.0414106490644847,pto_damping_loss,0.2,1.5,6,115,3,240000
7.3,-0.00401974146762622,-0.721503952483452,-0.000118607084438551,-0.00127236089102091,0.000646109106730248,-155.06618561526,-0.100189674671943,pto_damping_loss,0.2,1.5,6,115,3,240000
7.4,-0.0041024445887164,-0.721425629314009,-0.000118450904471927,-0.00119599803220677,0.000882342641564938,-211.762233975584,-0.186846848909709,pto_damping_loss,0.2,1.5,6,115,3,240000
7.5,-0.00415706110631767,-0.721323142133592,-0.000117292430739224,-0.00109586526851437,0.00112097845694023,-269.034829665654,-0.301582248221783,pto_damping_loss,0.2,1.5,6,115,3,240000
7.6,-0.00418123621227411,-0.721196449207657,-0.000115066267688864,-0.00097189450812246,0.00135849784887693,-326.039483730459,-0.442923937296772,pto_damping_loss,0.2,1.5,6,115,3,240000
7.7,-0.00417271582297984,-0.721045878494099,-0.000111715331714993,-0.000824390362697194,0.00159096518010366,-381.831643224879,-0.607480849032546,pto_damping_loss,0.2,1.5,6,115,3,240000
7.8,-0.00412943774363467,-0.720872167554425,-0.000107194138767159,-0.000654071401401373,0.00181403976789496,-435.369544294791,-0.789777667081059,pto_damping_loss,0.2,1.5,6,115,3,240000
7.9,-0.00404963730457886,-0.72067650134268,-0.000101472151595148,-0.000462109240757948,0.00202300774445423,-485.521858669012,-0.982214480189223,pto_damping_loss,0.2,1.5,6,115,3,240000
8,-0.00393196277920487,-0.720460545801846,-9.45369962774786e-05,-0.00025016335402916,0.00221283610821227,-531.080665970944,-1.17519447403393,pto_damping_loss,0.2,1.5,6,115,3,240000
8.1,-0.00377559466847814,-0.720226475029076,-8.6397352385761e-05,-2.04093155848234e-05,0.00237825007948661,-570.780019076786,-1.35745762573874,pto_damping_loss,0.2,1.5,6,115,3,240000
8.2,-0.00358036209360854,-0.719976989719814,-7.70853315757234e-05,0.000224441853751259,0.00251383361769855,-603.32006824765,-1.51664626979313,pto_damping_loss,0.2,1.5,6,115,3,240000
8.3,-0.00334684917421161,-0.719715324677306,-6.66581857351541e-05,0.000481135494208925,0.00261415163518143,-627.396392443541,-1.64010930521321,pto_damping_loss,0.2,1.5,6,115,3,240000
8.4,-0.00307648443890116,-0.71944524338031,-5.51992263457918e-05,0.00074587830944271,0.00267389114733801,-641.733875361122,-1.71592652827502,pto_damping_loss,0.2,1.5,6,115,3,240000
8.5,-0.00277160702004657,-0.719171017930968,-4.2817887833418e-05,0.00101435826961745,0.00268801742199487,-645.124181278768,-1.73410503862751,pto_damping_loss,0.2,1.5,6,115,3,240000
8.6,-0.00243550456974944,-0.718897393141113,-2.96489242054096e-05,0.00128178067657818,0.00265194021340784,-636.46565121788,-1.68786885491751,pto_damping_loss,0.2,1.5,6,115,3,240000
8.7,-0.00207241939373429,-0.718629534035717,-1.58507840283301e-05,0.00154292112294457,0.0025616844513972,-614.804268335326,-1.57493453484724,pto_damping_loss,0.2,1.5,6,115,3,240000
